Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,6.965,8.648,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_1,15.326,16.252,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_2,5.409,6.337,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_3,9.924,6.343,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_4,16.661,10.595,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_5,9.535,11.539,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_6,7.744,6.247,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_7,15.059,12.029,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_8,15.741,18.878,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
1,drone_9,13.755,9.862,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
2,drone_0,7.106,8.789,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
2,drone_1,15.468,16.111,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
2,drone_2,5.551,6.479,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
2,drone_3,10.066,6.484,17.169,13.869,"5.602067185806852,1.9436951244502085,0.3982365000868333;4.632040694967831,4.368957179581409,1.5181518729062606;8.816274130139327,18.47488248406922,0.3713839208816473;17.718894924524516,5.450702361158201,1.995378824027129;10.336526340422482,18.80936933797346,0.2048425460950004;17.829712539300946,9.188976034071898,0.9445272312750801;8.02912691980347,16.61281913588636,0.916072813165508;17.85748812927007,11.060208813730302,0.3965907604961946;13.903784230979678,9.066298679976173,0.3996876350849504;13.604717631010804,12.54762036872891,1.2807789296704564;3.2886973463402978,2.891159952502471,2.474363033769115;14.570692791034464,17.33277625001884,0.32653675523812464;15.680003828960135,2.6202912204492943,1.219981698092019;16.667327599120252,18.30415121345256,0.30273287593816606;0.4634213610923113,11.314629130223073,0.4486052131337123;17.825524301154292,3.0580046750687546,1.608951039193105;4.808841805572732,12.846837306777237,0.27513628785754773;5.756097294694585,1.957176481502924,1.3340616117495292;11.459840090724505,2.9876996440466765,1.2397224379397902;15.759481940952536,6.592398038725226,0.9081111600463263;17.57401185732635,0.7484184983032686,0.39028965149492334;18.95004329866347,2.6300976011767294,0.7101181383521192"
