Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,10.887,12.685,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_1,11.728,11.872,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_2,11.370,13.470,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_3,12.564,13.788,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_4,11.209,11.433,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_5,12.217,13.220,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_6,12.993,13.178,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_7,10.448,11.094,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_8,10.839,13.889,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
1,drone_9,12.315,12.624,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_0,10.887,12.677,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_1,11.623,11.977,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_2,11.376,13.597,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_3,12.459,13.893,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_4,11.105,11.538,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_5,12.139,13.297,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
2,drone_6,12.986,13.305,3.613,17.768,"7.491227431589822,4.711302177496404,0.7875476573505282;7.181428424486096,16.2054302275104,1.7689086741016276;5.633505274917035,2.440399451577303,1.6257572485146303;2.711301593744639,9.57734450568297,0.44585457518697313;10.170250095917776,18.345990339587217,1.15771184087484;4.751688080707298,3.0094466912022644,0.26426303751998464;11.622771563287639,8.631089208331801,1.6392660328353947;3.8386869319731383,13.909978983494247,1.7375719309839344;14.462486980619202,2.2653804166814275,1.0555371106094642;16.730624120978877,1.7156461015000448,0.3526757008179606;5.943197785532906,2.923248518843759,1.1796641297456412;17.192245021305283,9.181182649979101,0.8224608639582325;6.593467514357402,7.959448833608336,0.41847744050919045;15.6607439822297,14.04409095560693,1.987870389254447;13.436876555925924,10.949470610986747,1.570590847392742;9.220661506616569,13.104910317189725,1.2483866340794054;17.211864679775065,4.68179609797261,0.2515124843519767;12.178143184437525,17.00633679614517,0.3607165752240634;9.363474554041192,9.12135120564834,0.6623063883813085"
