Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_8,4.045,7.186,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
8,drone_9,6.141,16.920,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_0,11.603,2.803,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_1,3.800,6.508,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_2,3.315,16.622,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_3,6.629,17.151,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_4,10.664,17.599,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_5,12.034,4.575,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_6,3.348,15.575,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_7,1.952,14.039,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_8,4.213,7.221,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
9,drone_9,6.190,16.754,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
10,drone_0,11.710,2.972,10.552,11.005,"3.445461584780361,8.975321427316194,1.1847302975228535;17.102531106118388,17.56522362285915,1.2857177262749064;8.387670216384118,16.354395660741755,1.307176348453249;6.310190154679409,2.9279076363732837,0.35665803257367734;15.841820328360281,15.543220263251552,1.5187220560386534;3.678538667374119,13.896275520878058,0.30659157822431404;8.149391695409344,15.580098157201295,0.32529810772023937;17.891053936324578,10.750632410900367,0.4320997547501856;9.645110289945674,7.581786068563383,1.2276805135651383;9.015591368630746,16.69776210297145,0.7857436062388553;17.955484161913038,3.0105035846714303,1.368273424660103;14.409339847317002,10.735547736447026,0.27372475390175444;4.4626377579627805,5.6043332620968105,0.7111118293554602;17.889016144554013,16.869618785070166,1.1155694669885157;17.942661315612234,5.839819500716882,1.2011739270109154;5.569281544692461,1.9232049402430542,1.1315814840455936;4.3878224644256445,9.941547609474659,0.22505608899918764;3.352461122883269,8.473485053932595,0.23261185173429486;4.447530216972907,12.841149382431839,1.6916651471392776;4.715958689983286,3.7167346786772217,1.2722183161823053;13.673348192740711,8.26219734393585,0.872248920445992;17.57551137657416,13.440347714915045,0.6492858601915088;14.973665205282302,1.6012630169150206,0.7058370466324392;6.610327190663623,11.521737998456617,1.2354395990015394;14.78875047929819,15.52748983790277,1.754872766176331;2.6391799125454027,14.788895749556774,0.24767683633287432;4.20360345333261,8.880699231311054,0.796618228180852;10.10460349716522,3.995990068439057,1.085214729020109;7.557440278382961,3.3954543478568064,1.9133803719878117;19.440406654726793,8.103618002068888,0.2885674849876001;7.720470741893815,7.308030980068849,0.3057562917632023;12.11346441049405,14.358529035487877,1.5984089959082763;0.6009259930126131,10.097288950363547,0.4694846004094709;1.0508639845155108,9.970500455231935,0.6952879599181352;5.693309760505797,7.289762051360392,0.39960292325566893;15.225112849174506,14.032391387784845,0.8067430450337073;5.584996858373488,3.836101888519607,0.9259408945374816;5.592505719574372,15.061577837880428,0.4149165453395236;8.259737259181733,18.674798353036714,1.0246531160761956"
