Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_7,5.5266,10.0779,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
2,drone_8,7.9121,10.0635,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
2,drone_9,5.6101,12.2927,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_0,6.9483,10.9522,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_1,7.5120,10.3225,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_2,7.9570,11.2183,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_3,7.1425,12.1457,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_4,7.3323,11.1686,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_5,7.6390,10.9007,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_6,6.6632,11.3961,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_7,5.6680,9.9365,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_8,8.0426,9.9329,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
3,drone_9,5.7515,12.1512,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
4,drone_0,7.0510,10.8496,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
4,drone_1,7.6147,10.2198,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
4,drone_2,8.0775,11.0978,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
4,drone_3,7.2631,12.0252,12.8072,17.3016,"17.050,13.730,1.068;2.445,3.921,1.831;10.312,15.651,0.328;17.221,2.535,1.320;3.688,3.898,1.366;12.151,12.453,1.395;3.470,9.066,0.307;18.915,10.140,0.207;15.612,4.255,1.008;6.946,7.340,0.323;4.772,8.098,1.537;0.980,12.421,0.493;4.709,6.882,1.913;17.987,1.222,0.299;14.528,10.090,1.203;7.805,2.516,0.393;11.568,2.148,1.346;14.398,3.948,1.219;10.419,2.727,1.168;13.340,3.943,1.080;1.278,15.448,0.498;1.614,1.261,1.133;7.191,15.911,0.840;14.393,2.148,0.685;1.677,2.937,0.932;6.203,17.121,0.477;15.997,11.085,1.327;3.388,10.659,0.321;7.970,7.940,0.430;2.229,8.021,0.457;8.530,17.097,0.296;14.623,2.624,0.627;13.839,2.817,0.768;2.788,13.655,1.289;3.027,14.189,0.842;14.534,6.219,0.308;4.044,14.450,1.227;6.076,3.324,0.302;12.607,8.491,2.353;17.551,6.328,1.542;17.857,10.979,0.381;19.029,9.284,0.463;15.375,7.310,1.009;14.462,5.498,0.716;4.713,9.208,0.938;16.546,10.698,0.980;10.919,7.749,0.958;8.757,9.479,0.350;5.207,19.160,0.388;14.076,6.985,1.101;2.160,3.855,1.894;19.509,9.770,0.656;15.298,6.525,0.960;17.145,4.479,0.456;16.152,17.394,0.467;4.105,2.080,0.487;18.122,10.563,1.338;18.702,12.451,0.306;9.630,1.664,0.245;2.408,18.671,1.370;4.293,8.851,0.768;8.486,14.225,0.356;10.523,4.556,1.327"
