Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,17.280,4.558,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_1,15.658,3.987,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_2,14.669,5.060,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_3,17.166,3.873,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_4,16.063,4.786,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_5,16.834,5.129,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_6,15.209,4.678,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_7,14.828,4.043,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_8,16.518,4.272,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
0,drone_9,15.251,5.599,2.183,4.691,"7.3371637734070365,2.1770619625446006,2.141033814392992;4.128020635914134,7.764884228824645,1.2798653585236845;7.076211238014203,3.968640315860762,1.2608339392668364;14.16946488011149,12.582793815397203,1.813980460484132;16.600955365978912,7.582644227874115,2.1740758267794478;6.057020321424256,5.93976558414093,0.6811766835241092;12.735795705478601,5.693175486167825,1.7715687017802846;5.7903383394204955,15.301065471722442,2.255199464631742;2.470990605167317,18.05431933277494,1.0763820127680839"
